"","Name","Location","longitude","latitude","Description","More Info","Length.of.PC","Opening.Hours","Lighting.Hours","Accessibility"
"247","Pang Sua Park Connector","Bukit Panjang Rd Near Bukit Panjang Plaza","103.7636","1.380991","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"248","Pang Sua Park Connector","Bukit Panjang Rd Near Zhenghua Pri School","103.7678","1.380053","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"249","Pang Sua Park Connector","Bukit Panjang Rd Near Bukit Panjang South NPP","103.7715","1.377310","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"250","Pang Sua Park Connector","Bukit Panjang Rd Near Zhenghua Park","103.7761","1.375310","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"251","Bukit Panjang Park Connector","Bukit Panjang Ring Road","103.7699","1.387519","The 1.4 km Bukit Panjang Park Connector links Zhenghua Park to Bukit Panjang Park via the heartlands of Bukit Panjang. Its lush greenery and proximity to well-established parks make it a great place for residents, nearby schools and the community to take part in recreational activities. Level and smooth, the park connector is a popular jogging and cycling route. A wide diversity of bird species such as the Olive-backed sunbird and the Black-naped oriole can also be spotted along the park connector, making it a favourite spot for nature lovers and avid photographers. The Bukit Panjang Park Connector is part of the Western Adventure Loop, linking various park connectors and nature reserves.A section of Bukit Panjang PC is closed for upgrading works from 15 November 2019 to 30 November 2021. Please see the map for the alternative route.","Bukit Panjang Park Connector starts at Saujana Rd. It runs along the estates of Bukit Panjang, passing by Bukit Panjang Ring Rd and Segar Rd before ending right at the entrance of Zhenghua Park at BLK 476A.","1.4 km","24 hours daily","7.00pm to 7.00am",NA
"252","Canberra Park Connector","Canberra Link Near Former Admiralty House","103.8259","1.448174","Running under the MRT viaduct, the Canberra Park Connector provides a safe route to Sembawang MRT station.","The Canberra Park Connector starts at Canberra Link and runs along Sembawang Way before ending at Sungei Sembawang.","1.3 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"253","Yishun Park Connector","Canberra Link Near Admiralty Hill","103.8266","1.447521","The Yishun Park Connector links the Khatib Bongsu Park Connector to the Canberra Park Connector, passing through the Simpang Kiri Park Connector and Canberra-Sembawang Park Connector, and running by Yishun Swimming Complex.","Yishun Park Connector starts at Yishun Central and runs along Yishun Ave 2 before ending at Canberra Link",NA,NA,NA,NA
"254","Canberra-Sembawang Park Connector","Canberra Link Near Montreal Green","103.8264","1.448412","Linking Canberra Link to Tuah Road via Sembawang Road, the Canberra-Sembawang Park Connector runs along private residential estates to join Sembawang Park, a popular fishing ground.                 Besides featuring a wide variety of fish, the park also has one of the few natural beaches found in Singapore. Level and smooth, the Canberra-Sembawang Park Connector is suitable for joggers looking for a short and comfortable run.","The Canberra-Sembawang Park Connector starts at Canberra Link and runs along Sembawang road before ending at Tuah Road.","1.6 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"255","Simpang Kiri Park Connector","Canberra Link Near 44 Yishun Sapphire","103.8307","1.442105","Simpang Kiri Park Connector runs along Sungei Simpang Kiri, which is rich in natural vegetation on both sides of the riverbanks. Surrounded by scenic views, visitors can look forward to a tranquil experience as they jog or cycle through this park connector. With the vast variety of birds, ranging from water birds like the Kingfisher, Egrets and Water Hens to seasonal migratory birds such as sandpipers, nature lovers will have countless hours of fun spotting the different species. Alternatively, sit back, relax and indulge at one of the many eating-places located along the park connector such as the newly opened Halal restaurant, located within the popular Bottle Tree Village, and the coffee stalls situated at the corner of Admiralty Road East and Sembawang Road. A section of the Simpang Kiri Park Connector is closed for improvement works until 31 December 2021. Please see the map for the alternative route.","Simpang Kiri Park Connector starts at Yishun Ave 2 and runs along Yishun Industrial Park A/Sembawang Road before ending at Jalan Mempurong","3.0 km","24 hours daily","7.00pm to 7.00am","Wheelchair friendly"
"256","Choa Chu Kang North Park Connector","CCK Drive Near KJE","103.7460","1.388763","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"257","Choa Chu Kang North Park Connector","CCK Drive Near Limbang Park","103.7452","1.390012","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"258","Choa Chu Kang North Park Connector","CCK North 5","103.7453","1.392292","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"259","Choa Chu Kang North Park Connector","CCK St 51","103.7427","1.392696","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"260","Choa Chu Kang North Park Connector","CCK Stadium","103.7483","1.392178","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"261","Choa Chu Kang North Park Connector","A","103.7404","1.389625","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station.","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4km","24 hours daily","7.00pm-7.00am",NA
"262","Pang Sua Park Connector","Block 683C Choa Chu Kang Crescent","103.7459","1.405194","Starting from Zhenghua Park, the Pang Sua Park Connector runs along Bukit Panjang and joins Bukit Panjang Park along the way. Passing Ten Mile Junction and Bukit Panjang Plaza along Jalan Teck Whye, it turns in towards the housing estates and Sungei Pang Sua. The park connector then continues along the canal, before connecting to Villa Verde Park.Pang Sua Park Connector forms part of the Western Adventure Loop, linking various park connectors, parks and nature reserves. ","Pang Sua Park Connector starts at Bukit Panjang Rd. It runs along the Pang Sua canal and ends at Choa Chu Kang Way.","6.0 km","24 hours daily","7.00pm to 7.00am",NA
"263","Coastal Park Connector","Changi Coast Walk","103.9784","1.317984","Coastal Park Connector starts from Changi Beach Park Car Park 7 and ends at East Coast Park. This 15km park connector runs along Aviation Park Road and Tanah Merah Coast Road, alongside the future Changi Airport Runway 3 and Terminal 5.At the East Coast Park towards Coastal Park Connector next to Changi Coast Walk, you can take a leisurely stroll amidst the lush greenery whilst enjoying the cool sea breeze.The Changi Airport Connector (link: https://www.changiairport.com/en/discover/changi-airport-connector.html) is a cycling and jogging path that features the Changi Jurassic Mile. It was opened by Changi Airport, and links the airport to East Coast Park and the Park Connector Network. ","Coastal Park Connector starts from Changi Beach Park Car Park 7 and runs along Aviation Park Road and Tanah Merah Coast Road before ending at East Coast Park","15.0 km","24 hours daily","7.00pm to 7.00am",NA
"264","Jalan Pelikat Park Connector","Charlton Road","103.8823","1.353289","Jalan Pelikat Park Connector stretches from Kampong Sireh to Hougang Ave 3, connecting Upper Serangoon to Hougang. It serves as a recreation/exercise area for both private and public residential areas in between the two estates. ","Jalan Pelikat Park Connector starts at Kg Sireh runs along Jalan Pelikat and Hougang Street 22 before ending at Hougang Ave 3.","1.49 km","24 hours daily","7.00pm to 7.00am","Wheelchair accessible"
"265","Choa Chu Kang Park Connector","Choa Chu Kang Avenue 1","103.7382","1.380268","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"266","Choa Chu Kang Park Connector","Choa Chu Kang Avenue 3","103.7391","1.378871","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"267","Choa Chu Kang Park Connector","Choa Chu Kang Avenue 5","103.7372","1.377184","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"268","Choa Chu Kang Park Connector","Choa Chu Kang Drive","103.7465","1.384902","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"269","Choa Chu Kang Park Connector","Block 340 Choa Chu Kang Loop","103.7453","1.384493","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"270","Choa Chu Kang Park Connector","Choa Chu Kang Walk","103.7397","1.381776","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"271","Choa Chu Kang Park Connector","Choa Chu Kang Way","103.7428","1.383681","The 5.4 km Choa Chu Kang Park Connector links Choa Chu Kang Park to Bukit Batok Town Park near Bukit Gombak MRT station via the heartlands of Choa Chu Kang neighbourhood. Designed for cycling, jogging and other outdoor activities such as strolling, dog-walking and skating, it is a popular route for recreational activities for nearby residents to. Nature lovers can look forward to the 1 km scenic stretch along Brickland Road, which is decorated with lush greenery and bright and colourful flowering plants that bloom all year round. After a fulfilling workout, visitors can stop by Choa Chu Kang Central to enjoy the variety of eateries, cafes, restrooms and shopping areas available. Alternatively, fitness enthusiasts can use the sports facilities available at the Bukit Gombak stadium and sports hall, situated next to the Choa Chu Kang park connector near Bukit Gombak MRT station. ","Choa Chu Kang Park Connector starts at Choa Chu Kang Drive.  It runs along Choa Chu Kang Ave 4, Ave 1, Ave 3, Brickland Rd and ends at Bukit Batok West Ave 5.","5.4 km","24 hours daily","7.00pm to 7.00am",NA
"272","Ulu Pandan Park Connector","Clementi Ave 4","103.7682","1.321281","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"273","Ulu Pandan Park Connector","Clementi Road Near Police KINS Training Camp Access 1","103.7710","1.318434","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"274","Ulu Pandan Park Connector","Clementi Road Near Police KINS Training Camp Access 2","103.7716","1.318173","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"275","Ulu Pandan Park Connector","Commonwealth Ave West","103.7879","1.308337","Starting from Commonwealth Ave West, Ulu Pandan Park Connector runs through the Ghim Moh estates, Dover MRT station and the Holland Grove estates. Crossing Clementi Road, it links back to cut across the Clementi and Sunset estates, before leading you towards Ayer-Rajah Expressway (AYE). Thereafter, continue to follow the Ulu Pandan Park Connector up north and it will eventually lead you to the Pan Island Expressway (PIE), completing the 7.1KM walk.Keep your eyes and ears peeled for the Red-Capped Woodpeckers, Kingfishers, as well as the White Egrets that might dart into the canal for a drink. Try to catch sight of the tall Grey Heron (Andrea cinerea) that wades slowly in the shallow waters of Sungei Ulu Pandan while using its bill to prey on fish. You might also catch sight of the magnificent Purple Neck Heron perching on the opposite bank of Sungei Ulu Pandan. Certain sections along the Park Connector are covered in lush greenery, providing a rustic charm. During the flowering season of Tabebuia rosea, visitors will be welcomed by the colourful sight of flowering trees such as Callerya atropurpurea and Saraca thaipingensis, which features yellow flower blooms on its tree trunk and branches.","Ulu Pandan Park Connector starts at Commonwealth Ave West and runs along the Sungei Ulu Pandan Canal before ending at Pan Island Expressway.","7.1 km","24 hours daily","7.00pm to 7.00am","Wheelchairs able to access from the Elevated PC at International Business Park, Wheelchair users are able to access from the Ghim Moh Link estate. By MRT Alight at Buona Vista Station Exit C or Dover Station"
"276","Jurong Park Connector","Corporation Rd","103.7165","1.339449","Starting from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates, the Jurong Park Connector stretches across the expressway to Ayer-Rajah Expressway (AYE) and Toh Guan Road. Visitors can opt to take the route leading to Jurong East Central, which links to Ulu Pandan Park Connector near Toh Guan Road, or head towards Yuan Ching Road to reach the AYE. 
Cycle, jog or take a leisurely stroll along the linear pathway and enjoy the beauty of the lush greenery and the breath-taking scenery of the surroundings. Take in the aroma of freshly baked biscuits from the Khong Guan Factory as you pass the row of factories between Jalan Boon Lay and Enterprise Road.","Jurong Park Connector starts from Pan-Island Expressway (PIE), near the Jurong West Street 42 estates. It stretches from PIE all the way to Ayer-Rajah Expressway (AYE) and Toh Guan Road.","9.4 km","24 hours daily","7.00pm to 7.00am",NA
"277","Alexandra Canal Linear Park","Dawson Road Near 62B Strathmore Green","103.8106","1.294937","Built on top of a covered canal, Alexandra Canal Linear Park is a unique park connector linking Commonwealth Ave to Tanglin Road. It starts from Queenstown MRT Station and runs along Strathmore Estate before ending at Tanglin Road, where it leads to Alexandra Park Connector. Besides offering seamless connectivity, Alexandra Canal Linear Park features a vast array of fitness and play equipment for all ages, providing endless fun for the young and old. Avid skaters can also look forward to challenging themselves at the skate corner, which includes ramps and railings. ","Alexandra Canal Linear Park starts at Commonwealth Ave and runs along Strathmore Estate before ending at Tanglin Road.","1.4 km","24 hours daily","7.00pm to 7.00am","Entry to PC from Commonwealth Ave is not accessible to wheelchairs "
"278","Alexandra Garden Trail","Depot Road","103.8022","1.281228","Stretching from Depot Road to West Coast Highway, the 1 km Alexandra Garden Trail links Hort Park, the Southern Ridges and Labrador Park. Featuring a variety of flowering plants and foliage and more than 10 species of butterfly host and nectar plants, the Alexandra Garden Trail offers visitors scenic views and lush greenery. ","Alexandra Garden Trail starts at Depot Road and runs along Alexandra Road before ending at West Coast Highway.","1.0 km","24 hours daily","7.00pm to 7.00am",NA
